symbol,stock_code
REALVALAPL,REAVAL
RECKCOLMAN,RECCOL
CEWATER,CONENV
96IIFL28A,IIFL24
NMSTEEL,NEWSTE
SANATHAN,SANTEX
91D280325,TQC25D
182D270625,THF25D
364D261225,TYL25D
IIFLZC28,IIFL25
MOKSH-RE,MOKRE1
VENTIVE,VENHOS
RELIANCE,RELIND
885IHL26,IIFH01
IHFL261224,IIFH02
865IHFL27,IIFH03
9IHFL27,IIFH04
PROZONER,PROCAP
IHF261224,IIFH05
89IHFL29,IIFH06
925IHFL29,IIFH07
IHF261224A,IIFH08
925IHFL31,IIFH09
CARRARO,CARINA
SENORES,SENPHA
679GS2031,679L31
925SCL26Z,SAMC21
965SCL26Y,SAMC22
KITEX,KITGAR
888SCL26X,SAMC23
925SCL26W,SAMC24
MAYURUNIQ,MAYUNI
SCL271224,SAMC25
SCL271224A,SAMC26
SGBMAY26,SGBT22
ROSSELLIND,ROSIN
94SCL27U,SAMC27
99SCL27V,SAMC28
902SCL27Q,SAMC29
948SCL27R,SAMC30
SCL271224B,SAMC31
965SCL29S,SAMC32
1015SCL29T,SAMC33
925SCL29S,SAMC34
971SCL29T,SAMC35
1050SCL31T,SAMC36
1003SCL31P,SAMC37
1025SCL34U,SAMC38
1075SCL34T,SAMC39
98SCL34Z,SAMC40
1025SCL34Z,SAMC41
DUCON,DUCINF
UNIMECH,UNIAER
CONSUMER,MIRNAC
ANYA,ANYPOL
91D030425,TQD25A
182D030725,THG25A
364D010126,TYA26A
CINEMAXIN,CINMAX
ECAPINSURE,EDEBSE
INDOFARM,INDFAR
DHAN-RE,DHARE1
91D100425,TQD25B
182D100725,THG25B
364D080126,TYA26B
ZUARI,ZUAAGR
SETL,STAGLA
QUADFUTURE,QUAFUT
RICOAUTO,RICAUT
DELTIC,DELAUT
DDEVPLSTIK,DDEPLA
738REC27TF,RECTS2
CARERATING,CARE
RIIL,RELII
PCJEWELLER,PCJEW
91D170425,TQD25C
182D170725,THG25C
INDUSTOWER,BHAINF
364D150126,TYA26C
CAMLIN-RE,CAMRE1
NAVKARURB,NAVBUI
SATKARTAR,SATSHO
CAPINVIT,CAPINR
SWANDEF,RELDEF
LAXMIDENTL,LAXDEN
BARFLEX,BARPOY
KKJEWELS,KABJEW
STALLION,STLIND
91D240425,TQD25D
182D240725,THG25D
364D220126,TYA26D
GLOBE-RE1,GLTRE1
CALSOFT-RE,CALRE1
ONESOURCE,ONESPE
EMAPARTNER,EMAPAR
ROSSELL,ROSIND
ITCHOTELS,ITCHOT
DENTA,DENWAT
REXPRO,REXENT
12VCCL29A,VCCND1
VMART,VMART
AVERY,AVEIND
91D010525,TQE25A
182D310725,THG25E
364D290126,TYA26E
751HUDCO28,HUDND4
734IRFC28,INDND4
861REC34,RECN17
MOHITIND,MOHIND
SUPREME,SUPHOL
NAKODA,NAKLIM
RUCHISTRIP,RUCSTR
AGARWALEYE,DRAHEA
MOSCHIP,MOSSER
NEXT30ADD,DSPN30
888REC29,RECN19
PROTEAN,PROEGO
91D080525,TQE25B
182D070825,THH25B
364D050226,TYB26B
MCLOUD,SOUIN
NIBE,KAVFAB
ORCHASP,CYBIN
S&SPOWER,SSPOWE
GROWWRAIL,GROIRP
950ISF27,IIFN25
SABERORGAN,SABORG
CHAMUNDA,CHAELE
KEN,KENENT
KALYANKJIL,KALJEW
NIFTYIETF,ICINIF
READYMIX,REACON
RPGTLTD,RPGTRA
NIF100BEES,REL100
91D150525,TQE25C
182D140825,THH25C
364D120226,TYB26C
NATCAPSUQ,NATCAP
JUBLCPL,JUBACP
ELGNZ,ELEINT
REPCOHOME,REPHOM
704IRFC28,INDND6
JYOTI-RE1,JYORE1
AJAXENGG,AJAENG
SAIL,SAIL
CHANDAN,CHAHEA
MAXVOLT,MAXENE
VOLERCAR,VOLCAR
PSRAJ,PSRAJS
HEXT,HEXTEC
THANG-RE,THJRE1
BAJAJINDEF,INDMAN
UNIONGOLD,UNIGOL
SAKHTISUG,SAKSUG
364D200226,TYB26D
SURYODAY,SURSMA
QPOWER,QUAPOW
ORIENTELEC,ORIELE
TEJASCARGO,TEJCAR
ROYALARC,ROYELE
GUJTHEM,GUJTHE
NIBL,NRBIND
12VCCL27B,VEDCR2
MSCIINDIA,KOTMSC
ORTINGLOBE,ORTLAB
SAMTELTD,SAMTEL
GSCLCEMENT,GUJSID
NAZARA,NAZTEC
GROWWN200,GRONIF
HPTL,HPTIND
VIVIDHA,VISPOL
SANDESH,SANDES
VIMALOIL,VIMOIL
91D300525,TQE25E
182D290825,THH25E
364D270226,TYB26E
SANDVIKAS,SANASI
NIFTY100EW,KOTNEW
JUSTDIAL,JUSDIA
SANGHIIND,SANGHI
AONETOTAL,ANGNTM
SUVIDHAA,SUVINF
91D050625,TQF25A
182D040925,THI25A
364D050326,TYC26A
SANGHIPOLY,SANPOL
NIVINFRA,SVELEC
BSE500IETF,ICI500
WONDERLA,WONHOL
ATULAUTO,ATUAUT
BALAJIPHOS,BALPHO
MANAV-RE,MAARE1
MOCAPITAL,MOSNIC
ORIENTCEM,ORICEM
KOHINOOR,KOHFOO
ITAXIS,AXITEC
91D120625,TQF25B
182D110925,THI25B
364D120326,TYC26B
GOLD360,ONG360
SELECTIPO,MIRABS
EQUAL200,MIRAB2
SAMMAANCAP,INDHO
PRABHA,PRAENE
CASHIETF,ICICAS
SATYAMCOMP,SATCOM
VALUEAXIS,AXIN50
SAURASHCEM,SAUCEM
91D190625,TQF25C
182D180925,THI25C
364D190326,TYC26C
CURAA,CURTEC
925SCL27A,SAMC42
1025SCL35A,SAMC60
980SCL35,SAMC59
940SCL28,SAMC47
SOTL,SAVOIL
SCL19325A,SAMC46
SCL190325,SAMC51
965SCL27,SAMC43
SCL19325,SAMC45
SDL26BEES,NIPSDL
925SCL27B,SAMC44
990SCL28,SAMC48
971SCL30A,SAMC61
SCL190325A,SAMC52
1003SCL32,SAMC56
971SCL30,SAMC54
1075SCL35,SAMC58
1025SCL35,SAMC57
1015SCL30,SAMC53
902SCL28,SAMC49
JINDALSAW,JINSAW
948SCL28,SAMC50
1050SCL32,SAMC55
BHARATSE,BHASEA
ISHANCH,ISHDYE
DIVINEHIRA,DIVJEW
UPLPP1,UNIPP1
SILVERCASE,ZEROSE
IRIS-RE,IRIRE1
GCHOTELS,GRACON
SBIBPB,SBIBPS
ESSENTIA,INTGAR
NIF100IETF,ICI100
SGBOCT25IV,SGBT11
91D260625,TQF25D
182D250925,THI25D
364D260326,TYC26D
SBIN,STABAN
SPECTRUM,SPEELE
RAPIDFLEET,RAPFLE
ACTIVEINFR,ACTINF
MID150,KOTNIM
AONELIQUID,ANGON1
SCI,SCI
BAJAJHLDNG,BAJHOL
NEUEON,SUJTOW
VEDL,VEDLIM
SESHAPAPER,SESPAP
SHAMKNSPIN,SHASPI
SHANTIGEAR,SHAGEA
BAJAJHIND,BAJHIN
PILITA,PILITA
SHASUNPHAR,SHADRU
INDOSTAR,INDOCA
CMRGREEN,CMRGRE
SHAWALLACE,SHAWAL
SFCL,STAFER
AFLPP,ARVPP1
846REC28,RECND9
SHREDIGCEM,SHRDIG
871REC28,RECN12
SHARONBIO,SHABIO
THOMASCOTT,THOSCO
SHREECEM,SHRCEM
830NHAI27,NHAND1
IGRID-RE,INDRE1
DBSTOCKBRO,DBINT
810IRFC27,INDND2
COMPUSOFT,COMSOF
RHIM,ORIREF
SATINPP1,SATPP1
MCX,MCX
TIINDIA,TUBIN
SHAH-RE1,SHMRE1
SCHNEIDER,SCHELE
82HUDCO27,HUDND2
NDL,NANDEN
SHREYANIND,SHRIN
CRMFGETF,CANGOL
UFBL,BARNAT
PROVOGE,PROVOG
MGOLD,MOTGOL
HONDAPOWER,SHRHON
MTEDUCARE,MTEDU
NBCC,NBCC
AURUS,LYPGEM
ORBTEXP,ORBEXP
SIDDHIKA,SIDCOA
892NHPC33,NHPND6
BORORENEW,BORGLA
SIEMENS,SIEMEN
JPOLYINVST,JININV
NGCT,NORCOM
SILVERLINE,SILIND
RELNIFTY,RELNIF
SIMPLEXINF,SIMINF
BAJFINANCE,BAJFI
91D100926,TQI26B
182D101226,THL26B
GILT5YBEES,NIPGIL
873NTPC28,NTPND5
891NTPC33,NTPND6
KDDL-RE,KAMRE1
364D100627,TYF27B
SIVIND,SIVIND
SREEL,SRELIM
TRUEGREEN,CILNOV
SKFINDIA,SKFIND
VMARCIND,VMAIND
GENXAI,GENANA
PINCON,PINSPI
901NHB34,NHBN07
SMDYECHEM,SMDYE
563GS2026,563D26
664GS2035,664D35
GSKCONS,GLACON
SMZSCHEM,SMZSCH
LODHA,MACDEV
BALAJHOTEL,BALHOT
JTEKTINDIA,SONKOY
ANGELONE,ANGBRO
SOUTHNHERB,SOUHER
SPECIALSTL,TATSSL
NITIRAJ,NITENG
SPIC,SPIC
SPICELEC,SPESEM
SPICFINE,HENSPI
BALAJIDIST,BALDIS
SRF,SRF
TEMBO,SAKEXI
SRIVISHCEM,SRIVIS
STARPAPER,STAPAP
DEEPINDS,DEEIN
SUASHDIMON,SUADIA
BALAJIIND,BALI
SPMLINFRA,SPMINF
SUBROS,SUBROS
MODISONLTD,MODMET
SUDARSCHEM,SUDCHE
ISGEC,ISGHEA
SULZER,SULIND
SFHL-RE,SUNRE1
SUNDARMFIN,SUNFIN
VALIANTORG,VALORG
SUNDRMFAST,SUNFAS
SUNFLAG,SUNIRO
BALKRISIND,BALIND
SUNPHARMA,SUNPHA
SUPERFORGE,SUPFOR
SUPREMEIND,SUPIND
SURYAROSNI,SURROS
BALMLAWRIE,BALLAW
SWARAJENG,SWAENG
SMLMAH,SMLISU
AGARIND,AGAIND
SWIL,SWIL
TAINWALCHM,TAICHE
ADOR,ADOWEL
TANFAC,TANIND
AJOONI,AJOBIO
TATACHEM,TATCHE
BALRAMCHIN,BALCHI
TATAELXSI,TATELX
TATAFIN,TATFIN
HONAUT,HONAUT
CAMS,COMAGE
745IGT26,INGND3
TATAMETALI,TATME
76IGT26,INGND4
TATAPOWER,TATPOW
77IGT28,INGND5
TATACONSUM,TATGLO
79IGT28,INGND6
BBOX,AGCNET
749IGT28,INGND7
769IGT28,INGND8
TECILCHEM,TECCHE
TMPV,TATMOT
795IGT31,INGND9
TELEPHNCAB,TELCAB
TEXTOOL,TEXTOO
82IGT31,INGN10
TFCILTD,TOUFIN
BANARBEADS,BANBEA
772IGT31,INGN11
THERMAX,THERMA
797IGT31,INGN12
THOMASCOOK,THOCOO
CLSEL,CHASET
TIL,TIL
TINPLATE,TINCO
PGINVIT,POWINF
TIRUMALCHM,THICHE
TATASTEEL,TATSTE
BANARISUG,BANAMA
TITAN,TITIND
MAFANG,MIRNYS
TNPETRO,TAMPET
TNTELE,TAMTEL
TOLANIBULK,TOLBUL
TORNTPHARM,TORPHA
426GS2023,426E23
AXISBPSETF,AXIAAA
TRANSPEK,TRAIN
TTKPRESTIG,TTKPRE
SGBOCT25V,SGBT12
EQUIPPP,GREFIR
BANKPUNJAB,BANPUN
ADANIGREEN,ADAGRE
NAM-INDIA,RELNIP
UCAL,UCAFUE
UNICHEMLAB,UNILAB
696TN56,STAND4
UNIFLEX,UNIFLE
MOKSH,MOKORN
ROML,RAJOIL
UNITECH,UNITEC
UNIVCABLES,UNICAB
HEALTHAXIS,AXIHEA
UNIWESTBNK,UNIWES
UPERGANGES,UPPGAN
USHAINDIA,USHIND
HEALTHIETF,ICIHEA
USHAISPAT,USHISP
JUBLPHARMA,JUBLIF
VANADYCHEM,VANDYE
VARDMNPOLY,VARPO
SOLARA,SOLACT
VESUVIUS,VESIND
BASF,BASF
VINDHYATEL,VINTEL
VIPIND,VIPIND
BATAINDIA,BATIND
VLSFINANCE,VLSFIN
VOLTAS,VOLTAS
TATACOMM,TATCOM
VSTIND,VSTIND
ANMOL,ANMIND
TALWGYM,TALLIF
INGVYSYABK,VYSBAN
WALCHANNAG,WALIND
WARRENTEA,WARTEA
BAUSCHLOMB,BAULOM
SGBMAY29I,SGBT50
SGBJUN29II,SGBT51
FINEORG,FINORG
WATERBASE,WATERB
RELIANCEP1,RELPP1
WEIZMANIND,WEIZMA
VENKEYS,VENIND
RITES,RITLIM
WHEELS,WHEIND
WILLAMAGOR,WILMAG
IWEL,INOWI
WIMPLAST,WIMPLA
WIPRO,WIPRO
WSTCSTPAPR,WESCOA
BBTC,BOMBUR
SGBJU29III,SGBT52
VINEETLAB,VINLAB
SINTERCOM,SINI
ZEEL,ZEEENT
ARIHANTCAP,ARICAP
ZODIACLOTH,ZODCLO
ZODJRDMKJ,ZODJRD
ZUARIIND,ZUAIND
BEL,BHAELE
RUPANGIMPX,RUPIMP
BHARATRAS,BHARAS
EUROSOFTAL,EURSOF
MAHLOG,MAHLO
VARROC,VARENG
CAUVERSOFT,CAUSOF
SOMANYCERA,SOMCER
BELCONTROL,BELCON
HATSUN,HATAGR
STEELTUBES,STETUB
CAPLIPOINT,CAPPOI
PREMIERPOL,PREPOL
PETRONENGG,PETENG
NATCOPHARM,NATPHA
SAITELE,SAITEL
GLOBE,GLOTEX
GITANJALI,GITGEM
RAMSARUP,RAMIN
BEML,BEML
JAKHARIA,JAKFAB
GOCLCORP,GOCCOR
REMSONSIND,REMIND
PARASPETRO,PARPET
TNPL,TAMNEW
MAKE,MARKAY
GREENPLY,GREIN
NIACL,NEWIN
21STCENMGM,TWECM
AEGISLOG,AEGLOG
CORALFINAC,CORIND
PVP,PVPVEN
NAVA,NAVBHA
BERGEPAINT,BERPAI
EIMCOELECO,EIMELE
JAYAGROGN,JAYAGR
PANACEABIO,PANBIO
ALPSINDUS,ALPLAB
CUBEXTUB,CUBTUB
MARICO,MARLIM
SQUAREDBIO,DSQBIO
AMBANIORGO,AMBORG
ADITYAINTL,ADIINT
SILINV,SILINV
HBSL,HBSTOC
SAMBHAAV,SAMMED
REGENCERAM,REGCER
SEARCHEMIN,SEACH
PARAL,PARALU
BIOFILCHEM,BIOCHE
182D100823,THH23B
KEYFINSERV,KEYCOR
BGFL,BIRGLO
NORBTEAEXP,NORTEA
TCNSBRANDS,TCNCLO
SUBCAPCITY,INTC
ZENITHEXPO,ZENEXP
SANGAMIND,SANIND
BEPL,BHAENG
SOMATEX,SOMTEX
MOTHERSON,MOTSUM
WELENTRP,WELENT
UCL,USHCOL
BHARATFORG,BHAFOR
VISAKAIND,VISIND
ZFSTEERING,ZFSTEE
WENDT,WENDT
YOKOGAWA,YOKBLU
HDFCAMC,HDFAMC
TRANSCHEM,TRANSC
DENORA,DENOR
SUMANMOTEL,SUMMOT
BHARATHOT,BHAHOT
985ECL28,ECL113
SHRIRAMFIN,SHRTRA
SNOWCEMIND,SNOIND
SHAMKNFAB,SHAMUL
SHAWGELTIN,NARGEL
KHADIM,KHAIND
PUNJABCHEM,PUNCHE
IFGLEXPOR,IFGREF
PITTIEFIN,PITFIN
NEDUNGBANK,NEDBAN
MYSORPETRO,MYSPET
SENSEXIETF,ICISEN
BHEL,BHEL
KITPLYIND,KITIND
ASIANELEC,ASIELE
FIRSTLEASE,FIRLEA
NAMTECHELE,NAMELE
KOPDRUGS,KOPDRU
GULFOILLUB,GULLUB
MIRZAINT,MIRINT
BHORIND,BHOIND
JAGSNPHARM,JAGPHA
KIRLOSINV,KIRIN
LAKSHAUTO,LAKAUT
CREDITACC,CREGRA
INDIANCARD,INDCAR
JMCPROJECT,JMCPRO
HAWKINCOOK,HAWCOO
GESTETNER,GESIND
5PAISA,5PACAP
GUJNRECOKE,GUJNRE
ELECTHERM,ELEIN
ELPROINTL,ELPINT
AARTIDRUGS,AARDRU
PHARMACIA,ABBLAB
ALKYLAMINE,ALKAMI
BOSCH-HCIL,HITHOM
MPHASIS,MPHLIM
SIGIND,SIGIND
DYNAMATECH,DYNTEC
NEXT50IETF,ICINEX
VATSMUSC,VATMUS
GUJRAFFIA,GUJRAF
LOTTEINDIA,PARCON
RUCHINFRA,RUCINF
ATLASCYCLE,ATLCYC
SOUNDCRAFT,SOUIND
VIDEOIND,VIDIN
SGBNOV25,SGBT14
RAMCOIND,RAMIND
CLARIANT,CLARIA
KOTHARIPET,KOTPET
HERITGFOOD,HERFOO
SANWARIA,SANAGR
ESCMFGROW,ESCMF
CABOTINDIA,CABIND
DENABANK,DENBAN
ELGIRUBBER,ELGTYR
AILIMITED,ABHINT
SBCL,SHIBIM
BANKBARODA,BANBAR
HDFCLIFE,HDFSTA
JSWISPL,MONISP
EIDERTELE,EIDTEL
SONACOMS,SONBLW
RELCAPITAL,RELCAP
SHYAMMETL,SHYMET
UNIPLY,UNIPLY
OSWALGREEN,OSWGRE
GAIL,GAIL
SKMEGGPROD,SKMEGG
3MINDIA,3MIND
BANKINDIA,BANIND
INDNIPPON,INDNIP
CONCOR,CONCOR
INDRAMEDCO,INDMED
FEDDERELEC,FEDLLO
DCMFINSERV,DCMFIN
LAKSHMIEFL,LAKOVE
PRATIBHA,PIL
UNITY,UNIINF
RELINFRA,RELINF
PAVCI,MATTEL
HAPPSTMNDS,HAPMIN
BIRLACORPN,BIRCOR
KCPSUGIND,KCPSUG
STINDIA,STI
AISL,ANIINT
DODLA,DODDAI
LIQUIDIETF,ICILIQ
KSERASERA,KSSLIM
SNOWMAN,SNOLOG
HOCL,HINORG
KIMS,KRIINS
INDSWFTLAB,INDLAB
ICEMAKE,ICEMAK
SAREGAMA,SAREIN
FDC,FDC
TORRENTAEC,AHMELE
NRC,NRC
ENGINERSIN,ENGIND
MADRASFERT,MADFER
HINDCON,HINCHE
ISIBARS,INDIST
KRISNAFILA,MAVIND
IPL,INDPES
92SFIL28,IBCN13
BLUEDART,BLUDAR
KOPRAN,KOPRAN
ADROITINFO,SPHGLO
GANGAFORGE,GANFO
ICICIBANK,ICIBAN
PHARMABEES,NIPPHA
KESORAMIND,KESIND
IRCON,IRCINT
SHARDACROP,SHACRO
UBENGG,UBENG
VARUN,VARIN
610GS2031,610G31
WALPAR,WALNUT
SVPGLOB,SHRDHA
CLEAN,CLESCI
GRINFRA,GRINFR
BILNCD2021,BRIND2
MEGA-RE,MEGRE1
PULZ,PULELE
SHEMAROO,SHEENT
MAZDOCK,MAZDOC
ETERNAL,ZOMLIM
KPIGREEN,KPIGLO
SGBJUL29IV,SGBT53
SGIL,SYNGRE
PCHFL,PIRND7
BOMDYEING,BOMDYE
825PCHFL24,PIRND8
85PCHFL24,PIRND9
CIGNITITEC,CHAINF
JAICORPLTD,JAICOR
85PCHFL26,PIRN10
875PCHFL26,PIRN11
BPLENGG,BPLENG
CORPBANK,CORBAN
875PCHFL31,PIRND4
9PCHFL31A,PIRND3
TATVA,TATCHI
SBIETFCON,SBICON
BONGAIREFN,BONREF
STYLAMIND,STYIND
KOVAI,KOVMED
ANTGRAPHIC,ANTART
GRAUWEIL,GRAWEI
GMDCLTD,GUJMI
ANDREWYU,ANDYUL
10IIFL28,IIFND1
96IIFL28,IIFND2
IIFLZC28C,IIFND3
ICICIB22,BHA22
BFSI,MIRFIN
MAHAPEXLTD,MAHAPE
AAREYDRUGS,AARDR
INDUSINDBK,INDBA
BPCL,BHAPET
PDSL,PDSMUL
ALIVUS,GLELIF
UTIAMC,UTIAMC
ROLEXRINGS,ROLRIN
SBBJ,STABIK
PRITIKAUTO,SHIMAC
BPL,BPL
FMCGIETF,ICIFMC
REXPIPES,REXPIP
SBT,STABTR
LLOYDFIN,LLOFIN
EXXARO,EXXTIL
PENINLAND,PENLAN
KRSNAA,KRSDIA
WINDLAS,WINBIO
DEVYANI,DEVIN
ASAHIINDIA,ASAIND
EPIGRAL,MEGF
AAVAS,AAVFIN
MOL,MEGORG
SGBNOV25IX,SGBT16
NGIL,NAKGRO
CARTRADE,CARTEC
BPLSANTECH,BPLSAN
GLOBLTRUST,GLOTRU
NUVOCO,NUVVIS
TRIGYN,TRITE
APTUS,APTVAL
BPLSANUTIL,BPLSU
CHEMPLASTS,CHESAN
SGBAUG29V,SGBT54
DUGLOBAL,DUDIGI
PARIN,PARFUR
BRITANNIA,BRIIND
GRSE,GARREA
AIMCOPEST,AIMPES
YUKEN,YUKIND
SERVOTECH,SERPOW
PENTSFWARE,PENGRA
JAIPURKURT,NANCRE
KOTHARIPRO,KOTPRO
PSIDATASYS,PSIDAT
ABMINTLLTD,ABMINT
WYETH,WYELED
SGBSEP29VI,SGBT55
667GS2035,667I35
ACUTAAS,AMIORG
VIJAYA,VIJDIA
BSL,BSL
SHREEKRPOL,KLIIND
SHREEKRPET,ESKNIT
INTLCONV,INTCON
WOOLWORTH,UNILIM
ASTRAZEN,ASTPHA
GANESHBE,GANBEN
CEMPRO,ITDCEM
PAR,PARDR
J&KBANK,JAMKAS
SHANTI,SHAOVE
BEWLTD,BEWENG
BURRWELCOM,BURWEL
ARCHIES,ARCLIM
CUB,CITUNI
SHREMINVIT,SHREIN
CMC,CMC
ASIAN-RE1,ASIRE1
FELIX,FELIND
CONSUMAXIS,AXICON
CADBURY,CADIND
CYIENT,CYILIM
SANSERA,SANEN
LIKHITHA,LIKINF
MASPTOP50,MIRS50
KIL-RE,KESRE1
RPP-RE,RPPRE1
935PEL33A,INHND7
835PCHF23,INHND8
CANFINHOME,CANHOM
82IHFL24,INHND9
866IHFL24,INHN10
875IHFL26,INHN11
925SCL26,INHN12
BANKNIFTY1,KOTBAN
889SCL26,INHN13
975SCL28,INHN14
889SCL28,INHN15
935SCL28,INHN16
850SCL25A,INHN17
LAGNAM,LAGSPI
QUADPRO,QUAITE
CAPRIHANS,CAPIND
SQRDSFWARE,DSQSOF
AGREVOIND,AGREVO
CIBASPEC,HINCIB
AXISBANK,AXIBAN
PARAS,PARDEF
GRAPHITE,CAREVE
INTELLECT,INTDES
MONTECARLO,MONCAR
UWCSL,ULTWIR
SOUTHBANK,SOUBAN
CARBORUNIV,CARUNI
AIRTEL-RE,BHARE1
BHARATIDIL,BHADEF
BSLSENETFG,BIRSEN
VARUNSHIP,VARSHI
SGBOCT26,SGBT23
CARRIERAIR,CARAIR
TATAVASHIS,VASDET
COASTCORP,COATRA
JAINAM,JAIFER
EVERESTIND,ETEEVE
ABSLAMC,ADIAMC
865IRFC29,INDN10
CCI,CABCOR
EIFFL,EUROIN
PASUPTAC,PASACR
BMETRICS,BOMMET
CYBERTECH,CYBTEC
BESTCROMP,BESCRO
LICNETFGSC,LICGSC
ATGL,ADAGAS
AIROLAM,AIRLAM
DYNAMIC,DYNSER
DESTINY,DESLOG
GOODLUCK,GOOLUC
364D131022,TYJ22B
DIGJAMLMTD,DIGLIM
PANSARI,PANDEV
ARTNIRMAN,ARTNIR
CENTAKCHEM,CENCHE
BHAGCHEM,BHAC
STERTOOLS,STETOO
85IIFL24,IIFL28
CENTENKA,CENENK
IIFLZC24,IIFL29
842IIFL26,IIFL30
FCL,FINCHE
875IIFL26,IIFL31
IIFLZC26,IIFL32
CAMLINFINE,CAMFIN
364D201022,TYJ22C
SIKKO,SIKIND
DTIL,DHUTE
MILTONPLAS,MILPLA
SGBDEC25,SGBT17
3IINFOLTD,3IINFO
PREMIER,PREAU
DKEGL,DKENTE
ABREL,CENTEX
INVIGO,ESCFIN
SELMC,SELMAN
NAHARINTL,NAHINT
MEDICAMEQ,MEDBIO
CESC,CESC
GULPOLY,GULPOL
KILPP,KESPP1
HEALTHY,ADIHEA
APOLSINHOT,APOSI
MAARSOFTW,MAASOF
IDBIBANK,IDBBAN
IGARASHI,IGAMOT
NIFTYETF,MIRETF
SGBNOV26,SGBT24
SRGINFOTEC,PANCOR
NATIONALUM,NATALU
364D271022,TYJ22D
CHAMBLFERT,CHAFER
THIRUSUGAR,THIARO
CCHHL,COUCLU
TUTICORALK,TUTALK
LAMBODHARA,LAMTEX
DNAMEDIA,DILMED
KRITI,KRIIND
MANORG,MANORG
AIRTELPP,BHAPP1
TECHNOE,TECEEC
CONSUMIETF,ICICON
SHUBHLAXMI,SHUJEW
TECH,ADINIT
TULSI,TULEXT
364D021122,TYK22A
IRIS,IRIBUS
ORIENTINFO,ORIINF
SGBNV29VII,SGBT56
CHAMPDANY,CHAIN
VLIFE-RE1,VIKRE1
NHIT,NATHIG
GRPLTD,GRPLTD
NYKAA,FSNECO
LAXMICOT,LAXCOT
PAEL,PREAUT
364D101122,TYK22B
FINOPB,FINPA
NIDAN,NIDLAB
SONATSOFTW,SONSOF
GENUSPAPER,GENPAP
EQUAL50ADD,DSPEQU
NXTDIG-RE,NXTRE1
SJS,SJSENT
94IFCI25,IFCN15
VXLINSTR,VXLINS
IFCIZC25,IFCN16
POLICYBZR,PBFINT
SIGACHI,SIGIN
CHESLINTEX,CHETEX
INFARINDIA,INFAR
FOODSIN,FOOINN
PENTACOMMU,PENCOM
DRSDILIP,DRSDIL
RAMAPETRO,RAMPET
574GS2026,574K26
PAYTM,ONE97
IVC,ILFVEN
MOLDTKPAC,MOLPAC
SAPPHIRE,SAPFOO
JINDALSTEL,JINSP
364D171122,TYK22C
EXIDEIND,EXIIND
BRABOURNE,SEARLE
RUSHILPP,RUSPP1
NIPPOBATRY,INDNAT
BGEAR-RE,BHGRE1
SBC,SBCEXP
CRESTANI,CRECOM
STEELCAS,STECAS
BIRLACABLE,BIRERI
695GS2061,695L61
LATENTVIEW,LATVIE
IHCL-RE,INHRE1
795GS2032,795H32
ATCOM,ATCIND
FOCUS,FOCLIG
SMLT,SARME
GREENLAM,GREEIN
ONIDA,MIRELE
DHRUV,DHRCON
BAJAJHCARE,BAJHEA
74GS2035,740I35
824GS2027,824B27
VISHNU,VISCHE
RPPL,RAJP
TITAGRSTEL,TITIN
364D241122,TYK22D
CIPLA,CIPLA
TARSONS,TARPR
GANECOS,GANECO
LINC,LINPEN
456GS2023,456K23
GOCOLORS,GOFASH
NETVISTAIT,NETINF
E-SERVEINT,CITSEC
MENONBE,MENBEA
DMCC,DHAMOR
ICDSLTD,ICDS
BSOFT,KPITEC
AARTIIND,AARIND
CITURGIBIO,CITBIO
364D011222,TYL22A
VECO-RE1,VIERE1
POLARIS,POLCON
HEMIPROP,HEMPRO
883GS2041,883L41
SHIVALIK,SHIRAS
DICIND,DICIND
ASIANENE,ASIOIL
MARALOVER,MAROVE
HESTERBIO,HESPHA
ACCELYA,ACCKAL
MADURACOAT,MADCOA
364D081222,TYL22B
MAHKTECH,MIRTEC
SHRADHA,SHRAIN
STARHEALTH,STAHEA
COCHINREFN,COCREF
SEJALLTD,SEZGLA
SGBD29VIII,SGBT57
VLIFEPP,VIKPP1
TEGA,TEGIND
824GS2033,824K33
JMA,JULMOT
817GS2044,817L44
772GS2055,772J55
ZODIAC,ZODENE
759GS2026,759A26
SHALBY,SHALIM
ANANDRATHI,ANARAT
SUDARCOLOR,CLACHE
AFTEK,AFTINF
GLODYNE,GLOTEC
INDUSFILA,INDFIL
VXL,VXLIN
684GS2022,684L22
364D151222,TYL22C
MICEL,MICELE
RATEGAIN,RATTRA
SYNDIBANK,SYNBN
NUCHEM,NUCHEM
BBETF0432,BHABO5
SHRIRAMPPS,SHRPRO
717GS2028,717A28
JETFREIGHT,JETFRE
737GS2023,737D23
SBIETFQLTY,SBIQUA
SBIETFPB,SBIEPB
MAPMYINDIA,CEINFO
HCLTECH,HCLTEC
TATACOFFEE,TATCO
JCT,JCTIND
METROBRAND,METBRA
EUPHARMLAB,EUPLAB
LYKALABS,LYKLAB
MEDPLUS,MEDHEA
CONTNLCONS,CONCON
UDAICEMENT,UDACEM
JTLIND,JTLINF
INDIANORG,INDORG
SGBDEC25XI,SGBT18
RSWM,RAJSPI
ASSAMCO,ASSCOM
DCM,DCM
DCMSRIND,DCMSI
ABSLNN50ET,BIRNEX
SETFNN50,SBIN50
WELLWININD,WELIN
DATAPATTNS,DATPAT
COREPARENT,CORHEA
SETFNIFBK,SBIBAN
STAR,STRSHA
HPAL,HPADHE
